发票号,超市,所在城市,客户类型,客户性别,商品类别,单价,购买数量,税额,总价,购买时间,支付方式,销售成本,毛利,客户满意度,交易时间,交易日,交易月,交易年,交易小时,经度,纬度
181-94-6432,C,内比都,会员,男性,时尚配饰,69.33,2,6.933,145.593,19:05,电子钱包,138.66,6.933,9.7,2019-02-05,5,2,2019,19,19.7633,96.0785
870-76-1733,A,仰光,会员,女性,饮食,14.23,5,3.5575,74.7075,10:08,信用卡,71.15,3.5575,4.4,2019-02-01,1,2,2019,10,16.8661,96.1951
423-64-4619,A,仰光,会员,女性,健康与美容,15.55,9,6.9975,146.9475,13:12,现金,139.95,6.9975,5.0,2019-03-07,7,3,2019,13,16.8661,96.1951
227-07-4446,C,内比都,会员,女性,电子配件,78.13,10,39.065,820.365,20:51,现金,781.3,39.065,4.4,2019-02-10,10,2,2019,20,19.7633,96.0785
174-36-3675,C,内比都,会员,男性,饮食,99.37,2,9.937000000000001,208.67700000000002,17:29,现金,198.74,9.937000000000001,5.2,2019-02-14,14,2,2019,17,19.7633,96.0785
428-83-5800,C,内比都,会员,女性,饮食,21.08,3,3.162,66.402,10:25,现金,63.24,3.162,7.3,2019-02-09,9,2,2019,10,19.7633,96.0785
603-07-0961,C,内比都,会员,男性,电子配件,74.79,5,18.6975,392.6475,11:34,现金,373.95,18.6975,4.9,2019-01-10,10,1,2019,11,19.7633,96.0785
704-20-4138,C,内比都,会员,女性,健康与美容,29.67,7,10.3845,218.0745,18:58,信用卡,207.69,10.3845,8.1,2019-03-11,11,3,2019,18,19.7633,96.0785
787-15-1757,C,内比都,会员,男性,健康与美容,44.07,4,8.814,185.09400000000002,16:28,电子钱包,176.28,8.814,8.4,2019-02-18,18,2,2019,16,19.7633,96.0785
649-11-3678,C,内比都,非会员,女性,饮食,22.93,9,10.3185,216.6885,20:26,现金,206.37,10.3185,5.5,2019-02-26,26,2,2019,20,19.7633,96.0785
622-20-1945,C,内比都,非会员,女性,健康与美容,39.42,1,1.9709999999999999,41.391000000000005,15:08,现金,39.42,1.9709999999999999,8.4,2019-01-18,18,1,2019,15,19.7633,96.0785
372-94-8041,A,仰光,非会员,男性,健康与美容,15.26,6,4.578,96.13799999999999,18:03,电子钱包,91.56,4.578,9.8,2019-02-15,15,2,2019,18,16.8661,96.1951
563-91-7120,A,仰光,非会员,女性,时尚配饰,61.77,5,15.4425,324.2925,13:21,现金,308.85,15.4425,6.7,2019-03-08,8,3,2019,13,16.8661,96.1951
746-54-5508,A,仰光,非会员,男性,生活家居,21.52,6,6.456,135.576,12:48,信用卡,129.12,6.456,9.4,2019-01-17,17,1,2019,12,16.8661,96.1951
276-54-0879,B,曼德勒,非会员,男性,运动与旅行,97.74,4,19.548,410.50800000000004,19:53,电子钱包,390.96,19.548,6.4,2019-03-12,12,3,2019,19,21.9588,96.0891
815-11-1168,A,仰光,会员,男性,饮食,99.78,5,24.945,523.845,19:09,现金,498.9,24.945,5.4,2019-03-09,9,3,2019,19,16.8661,96.1951
719-76-3868,C,内比都,会员,男性,饮食,94.26,4,18.852,395.892,16:30,现金,377.04,18.852,8.6,2019-03-12,12,3,2019,16,19.7633,96.0785
730-61-8757,B,曼德勒,会员,男性,健康与美容,51.13,4,10.226,214.74599999999998,10:11,信用卡,204.52,10.226,4.0,2019-01-25,25,1,2019,10,21.9588,96.0891
340-66-0321,A,仰光,会员,男性,电子配件,36.36,4,7.272,152.71200000000002,13:07,现金,145.44,7.272,7.6,2019-03-25,25,3,2019,13,16.8661,96.1951
868-81-1752,B,曼德勒,非会员,男性,生活家居,22.02,9,9.908999999999999,208.08900000000003,18:48,现金,198.18,9.908999999999999,6.8,2019-02-07,7,2,2019,18,21.9588,96.0891
634-97-8956,A,仰光,非会员,男性,饮食,32.9,3,4.935,103.635,17:27,信用卡,98.7,4.935,9.1,2019-02-17,17,2,2019,17,16.8661,96.1951
566-71-1091,A,仰光,非会员,男性,时尚配饰,77.02,5,19.255,404.355,15:59,现金,385.1,19.255,5.5,2019-02-03,3,2,2019,15,16.8661,96.1951
442-48-3607,A,仰光,会员,男性,饮食,23.48,2,2.3480000000000003,49.308,11:21,信用卡,46.96,2.3480000000000003,7.9,2019-03-14,14,3,2019,11,16.8661,96.1951
835-16-0096,C,内比都,会员,男性,运动与旅行,14.7,5,3.675,77.175,13:48,电子钱包,73.5,3.675,8.5,2019-03-24,24,3,2019,13,19.7633,96.0785
527-09-6272,A,仰光,会员,女性,电子配件,28.45,5,7.1125,149.3625,10:17,信用卡,142.25,7.1125,9.1,2019-03-21,21,3,2019,10,16.8661,96.1951
898-04-2717,A,仰光,非会员,男性,时尚配饰,76.4,9,34.38,721.98,15:49,电子钱包,687.6,34.38,7.5,2019-03-19,19,3,2019,15,16.8661,96.1951
692-27-8933,B,曼德勒,非会员,女性,运动与旅行,57.95,6,17.385,365.085,13:02,现金,347.7,17.385,5.2,2019-02-24,24,2,2019,13,21.9588,96.0891
633-09-3463,C,内比都,非会员,女性,电子配件,47.65,3,7.1475,150.0975,12:58,信用卡,142.95,7.1475,9.5,2019-03-28,28,3,2019,12,19.7633,96.0785
374-17-3652,B,曼德勒,会员,女性,饮食,42.82,9,19.269000000000002,404.649,15:26,信用卡,385.38,19.269000000000002,8.9,2019-02-05,5,2,2019,15,21.9588,96.0891
378-07-7001,B,曼德勒,会员,男性,电子配件,48.09,3,7.2135,151.4835,18:23,信用卡,144.27,7.2135,7.8,2019-02-10,10,2,2019,18,21.9588,96.0891
433-75-6987,B,曼德勒,会员,女性,健康与美容,55.97,7,19.5895,411.3795,19:06,电子钱包,391.79,19.5895,8.9,2019-03-05,5,3,2019,19,21.9588,96.0891
873-95-4984,B,曼德勒,会员,女性,健康与美容,76.9,7,26.915,565.215,20:21,现金,538.3,26.915,7.7,2019-02-15,15,2,2019,20,21.9588,96.0891
416-13-5917,C,内比都,非会员,女性,饮食,97.03,5,24.2575,509.4075,16:24,电子钱包,485.15,24.2575,9.3,2019-01-30,30,1,2019,16,19.7633,96.0785
150-89-8043,A,仰光,非会员,男性,运动与旅行,44.65,3,6.6975,140.6475,15:04,现金,133.95,6.6975,6.2,2019-02-14,14,2,2019,15,16.8661,96.1951
135-84-8019,A,仰光,非会员,女性,时尚配饰,77.93,9,35.0685,736.4385,16:10,电子钱包,701.37,35.0685,7.6,2019-02-27,27,2,2019,16,16.8661,96.1951
441-94-7118,A,仰光,会员,男性,电子配件,71.95,1,3.5975,75.5475,12:14,现金,71.95,3.5975,7.3,2019-02-04,4,2,2019,12,16.8661,96.1951
725-96-3778,C,内比都,会员,女性,生活家居,89.25,8,35.7,749.7,10:13,现金,714.0,35.7,4.7,2019-01-20,20,1,2019,10,19.7633,96.0785
531-80-1784,A,仰光,非会员,男性,电子配件,26.02,7,9.107000000000001,191.247,17:38,现金,182.14,9.107000000000001,5.1,2019-03-28,28,3,2019,17,16.8661,96.1951
400-45-1220,B,曼德勒,非会员,女性,健康与美容,13.5,10,6.75,141.75,11:06,信用卡,135.0,6.75,4.8,2019-02-27,27,2,2019,11,21.9588,96.0891
860-79-0874,C,内比都,会员,女性,时尚配饰,99.3,10,49.65,1042.65,14:53,信用卡,993.0,49.65,6.6,2019-02-15,15,2,2019,14,19.7633,96.0785
834-61-8124,A,仰光,非会员,男性,电子配件,51.69,7,18.0915,379.9215,18:22,现金,361.83,18.0915,5.5,2019-01-26,26,1,2019,18,16.8661,96.1951
115-99-4379,B,曼德勒,会员,女性,时尚配饰,54.73,7,19.1555,402.2655,19:02,信用卡,383.11,19.1555,8.5,2019-03-14,14,3,2019,19,21.9588,96.0891
565-67-6697,B,曼德勒,会员,男性,生活家居,27.0,9,12.15,255.15,14:16,现金,243.0,12.15,4.8,2019-03-02,2,3,2019,14,21.9588,96.0891
320-49-6392,C,内比都,非会员,女性,电子配件,30.24,1,1.5119999999999998,31.752,15:44,现金,30.24,1.5119999999999998,8.4,2019-03-04,4,3,2019,15,19.7633,96.0785
889-04-9723,B,曼德勒,会员,女性,饮食,89.14,4,17.828,374.38800000000003,12:20,信用卡,356.56,17.828,7.8,2019-01-07,7,1,2019,12,21.9588,96.0891
632-90-0281,C,内比都,非会员,女性,时尚配饰,37.55,10,18.775,394.275,20:01,信用卡,375.5,18.775,9.3,2019-03-08,8,3,2019,20,19.7633,96.0785
554-42-2417,C,内比都,非会员,女性,运动与旅行,95.44,10,47.72,1002.12,13:45,现金,954.4,47.72,5.2,2019-01-09,9,1,2019,13,19.7633,96.0785
453-63-6187,B,曼德勒,非会员,男性,电子配件,27.5,3,4.125,86.625,15:40,电子钱包,82.5,4.125,6.5,2019-03-01,1,3,2019,15,21.9588,96.0891
578-80-7669,B,曼德勒,非会员,男性,运动与旅行,74.97,1,3.7485,78.7185,16:58,现金,74.97,3.7485,5.6,2019-03-16,16,3,2019,16,21.9588,96.0891
612-36-5536,A,仰光,会员,男性,饮食,80.96,8,32.384,680.064,11:12,信用卡,647.68,32.384,7.4,2019-02-17,17,2,2019,11,16.8661,96.1951
605-72-4132,C,内比都,非会员,女性,饮食,94.47,8,37.788000000000004,793.548,15:12,现金,755.76,37.788000000000004,9.1,2019-02-27,27,2,2019,15,19.7633,96.0785
471-41-2823,C,内比都,非会员,男性,饮食,99.79,2,9.979,209.55900000000003,20:37,电子钱包,199.58,9.979,8.0,2019-03-07,7,3,2019,20,19.7633,96.0785
462-67-9126,A,仰光,非会员,男性,生活家居,73.22,6,21.965999999999998,461.286,17:44,现金,439.32,21.965999999999998,7.2,2019-01-21,21,1,2019,17,16.8661,96.1951
272-27-9238,C,内比都,非会员,女性,饮食,41.24,4,8.248,173.208,16:23,现金,164.96,8.248,7.1,2019-02-19,19,2,2019,16,19.7633,96.0785
834-25-9262,C,内比都,非会员,女性,时尚配饰,81.68,4,16.336,343.056,12:12,现金,326.72,16.336,9.1,2019-01-06,6,1,2019,12,19.7633,96.0785
122-61-9553,C,内比都,非会员,女性,电子配件,51.32,9,23.094,484.974,19:33,现金,461.88,23.094,5.6,2019-03-14,14,3,2019,19,19.7633,96.0785
468-88-0009,A,仰光,会员,男性,生活家居,65.94,4,13.187999999999999,276.948,10:29,现金,263.76,13.187999999999999,6.0,2019-03-24,24,3,2019,10,16.8661,96.1951
613-59-9758,C,内比都,非会员,女性,运动与旅行,14.36,10,7.18,150.78,14:28,现金,143.6,7.18,5.4,2019-01-27,27,1,2019,14,19.7633,96.0785
254-31-0042,A,仰光,会员,男性,电子配件,21.5,9,9.675,203.175,12:46,信用卡,193.5,9.675,7.8,2019-03-06,6,3,2019,12,16.8661,96.1951
201-86-2184,B,曼德勒,会员,女性,电子配件,26.26,7,9.191,193.011,19:40,现金,183.82,9.191,9.9,2019-02-02,2,2,2019,19,21.9588,96.0891
261-12-8671,B,曼德勒,非会员,女性,时尚配饰,60.96,2,6.096,128.016,19:39,信用卡,121.92,6.096,4.9,2019-01-25,25,1,2019,19,21.9588,96.0891
730-70-9830,C,内比都,非会员,女性,生活家居,70.11,6,21.033,441.69300000000004,17:54,电子钱包,420.66,21.033,5.2,2019-03-14,14,3,2019,17,19.7633,96.0785
382-25-8917,C,内比都,非会员,男性,时尚配饰,42.08,6,12.624,265.10400000000004,12:25,现金,252.48,12.624,8.9,2019-01-29,29,1,2019,12,19.7633,96.0785
422-29-8786,A,仰光,非会员,女性,生活家居,67.09,5,16.7725,352.2225,16:47,信用卡,335.45,16.7725,9.1,2019-01-03,3,1,2019,16,16.8661,96.1951
667-23-5919,A,仰光,会员,女性,时尚配饰,96.7,5,24.175,507.675,12:52,电子钱包,483.5,24.175,7.0,2019-01-14,14,1,2019,12,16.8661,96.1951
843-01-4703,B,曼德勒,会员,女性,生活家居,35.38,9,15.921,334.341,19:50,信用卡,318.42,15.921,9.6,2019-01-05,5,1,2019,19,21.9588,96.0891
743-88-1662,C,内比都,非会员,男性,运动与旅行,95.49,7,33.4215,701.8515,18:17,电子钱包,668.43,33.4215,8.7,2019-02-22,22,2,2019,18,19.7633,96.0785
595-86-2894,C,内比都,会员,男性,时尚配饰,96.98,4,19.396,407.316,17:20,电子钱包,387.92,19.396,9.4,2019-02-06,6,2,2019,17,19.7633,96.0785
182-69-8360,B,曼德勒,非会员,女性,电子配件,23.65,4,4.73,99.33,13:32,信用卡,94.6,4.73,4.0,2019-01-30,30,1,2019,13,21.9588,96.0891
289-15-7034,A,仰光,会员,男性,运动与旅行,82.33,4,16.465999999999998,345.786,10:37,信用卡,329.32,16.465999999999998,7.5,2019-01-11,11,1,2019,10,16.8661,96.1951
462-78-5240,C,内比都,非会员,女性,电子配件,26.61,2,2.661,55.881,14:35,现金,53.22,2.661,4.2,2019-03-19,19,3,2019,14,19.7633,96.0785
868-52-7573,B,曼德勒,非会员,女性,饮食,99.69,5,24.9225,523.3725,12:09,现金,498.45,24.9225,9.9,2019-01-14,14,1,2019,12,21.9588,96.0891
153-58-4872,C,内比都,会员,女性,饮食,74.89,4,14.978,314.538,15:32,电子钱包,299.56,14.978,4.2,2019-03-01,1,3,2019,15,19.7633,96.0785
662-72-2873,A,仰光,非会员,女性,饮食,40.94,5,10.235,214.935,13:58,电子钱包,204.7,10.235,9.9,2019-01-06,6,1,2019,13,16.8661,96.1951
525-88-7307,B,曼德勒,会员,男性,运动与旅行,75.82,1,3.7910000000000004,79.611,13:19,现金,75.82,3.7910000000000004,5.8,2019-01-31,31,1,2019,13,21.9588,96.0891
689-16-9784,C,内比都,非会员,男性,饮食,46.77,6,14.030999999999999,294.651,13:37,现金,280.62,14.030999999999999,6.0,2019-03-11,11,3,2019,13,19.7633,96.0785
725-56-0833,A,仰光,非会员,女性,健康与美容,32.32,10,16.16,339.36,16:49,信用卡,323.2,16.16,10.0,2019-02-20,20,2,2019,16,16.8661,96.1951
394-41-0748,C,内比都,会员,女性,时尚配饰,54.07,9,24.3315,510.9615,14:55,电子钱包,486.63,24.3315,9.5,2019-01-27,27,1,2019,14,19.7633,96.0785
596-42-3999,B,曼德勒,非会员,男性,饮食,18.22,7,6.377000000000001,133.917,14:04,信用卡,127.54,6.377000000000001,6.6,2019-03-10,10,3,2019,14,21.9588,96.0891
541-89-9860,C,内比都,会员,女性,时尚配饰,80.48,3,12.072000000000001,253.512,12:31,现金,241.44,12.072000000000001,8.1,2019-02-15,15,2,2019,12,19.7633,96.0785
173-82-9529,B,曼德勒,非会员,女性,时尚配饰,37.95,10,18.975,398.475,14:51,现金,379.5,18.975,9.7,2019-01-26,26,1,2019,14,21.9588,96.0891
563-36-9814,A,仰光,会员,男性,电子配件,76.82,1,3.841,80.661,18:27,电子钱包,76.82,3.841,7.2,2019-02-13,13,2,2019,18,16.8661,96.1951
308-47-4913,A,仰光,会员,女性,运动与旅行,52.26,10,26.13,548.73,12:45,信用卡,522.6,26.13,6.2,2019-03-09,9,3,2019,12,16.8661,96.1951
885-17-6250,A,仰光,非会员,女性,健康与美容,79.74,1,3.987,83.727,10:36,电子钱包,79.74,3.987,7.3,2019-03-06,6,3,2019,10,16.8661,96.1951
726-27-2396,A,仰光,非会员,女性,健康与美容,77.5,5,19.375,406.875,20:36,电子钱包,387.5,19.375,4.3,2019-01-24,24,1,2019,20,16.8661,96.1951
316-01-3952,A,仰光,非会员,女性,饮食,54.27,5,13.5675,284.9175,14:16,电子钱包,271.35,13.5675,4.6,2019-03-13,13,3,2019,14,16.8661,96.1951
760-54-1821,B,曼德勒,非会员,男性,生活家居,13.59,9,6.1155,128.4255,10:26,现金,122.31,6.1155,5.8,2019-03-15,15,3,2019,10,21.9588,96.0891
793-10-3222,B,曼德勒,会员,女性,健康与美容,41.06,6,12.318,258.678,13:30,信用卡,246.36,12.318,8.3,2019-03-05,5,3,2019,13,21.9588,96.0891
346-12-3257,B,曼德勒,会员,男性,电子配件,19.24,9,8.658,181.81799999999998,16:28,现金,173.16,8.658,8.0,2019-03-04,4,3,2019,16,21.9588,96.0891
110-05-6330,C,内比都,非会员,女性,饮食,39.43,6,11.829,248.40900000000002,20:18,信用卡,236.58,11.829,9.4,2019-03-25,25,3,2019,20,19.7633,96.0785
651-61-0874,C,内比都,非会员,男性,生活家居,46.22,4,9.244,194.12400000000002,20:04,信用卡,184.88,9.244,6.2,2019-03-12,12,3,2019,20,19.7633,96.0785
236-86-3015,C,内比都,会员,男性,生活家居,13.98,1,0.6990000000000001,14.679,13:38,电子钱包,13.98,0.6990000000000001,9.8,2019-02-04,4,2,2019,13,19.7633,96.0785
831-64-0259,B,曼德勒,非会员,女性,时尚配饰,39.75,5,9.9375,208.6875,10:43,电子钱包,198.75,9.9375,9.6,2019-02-22,22,2,2019,10,21.9588,96.0891
587-03-7455,C,内比都,会员,女性,时尚配饰,97.79,7,34.2265,718.7565,17:30,电子钱包,684.53,34.2265,4.9,2019-02-16,16,2,2019,17,19.7633,96.0785
882-40-4577,A,仰光,会员,男性,运动与旅行,67.26,4,13.452,282.492,15:28,信用卡,269.04,13.452,8.0,2019-01-19,19,1,2019,15,16.8661,96.1951
732-67-5346,A,仰光,非会员,男性,饮食,13.79,5,3.4475,72.3975,19:07,信用卡,68.95,3.4475,7.8,2019-01-11,11,1,2019,19,16.8661,96.1951
725-32-9708,B,曼德勒,会员,女性,时尚配饰,68.71,4,13.742,288.582,19:01,现金,274.84,13.742,4.1,2019-01-04,4,1,2019,19,21.9588,96.0891
256-08-8343,A,仰光,非会员,女性,生活家居,56.53,4,11.306,237.426,19:48,电子钱包,226.12,11.306,5.5,2019-03-04,4,3,2019,19,16.8661,96.1951
372-26-1506,C,内比都,非会员,女性,时尚配饰,23.82,5,5.955,125.055,19:24,电子钱包,119.1,5.955,5.4,2019-01-28,28,1,2019,19,19.7633,96.0785
244-08-0162,B,曼德勒,非会员,女性,健康与美容,34.21,10,17.105,359.205,13:00,现金,342.1,17.105,5.1,2019-01-02,2,1,2019,13,21.9588,96.0891
569-71-4390,B,曼德勒,非会员,男性,运动与旅行,21.87,2,2.187,45.927,14:29,电子钱包,43.74,2.187,6.9,2019-01-25,25,1,2019,14,21.9588,96.0891
132-23-6451,A,仰光,会员,男性,健康与美容,20.97,5,5.2425,110.0925,13:21,现金,104.85,5.2425,7.8,2019-01-04,4,1,2019,13,16.8661,96.1951
696-90-2548,A,仰光,非会员,男性,运动与旅行,25.84,3,3.8760000000000003,81.396,18:55,电子钱包,77.52,3.8760000000000003,6.6,2019-03-10,10,3,2019,18,16.8661,96.1951
472-15-9636,A,仰光,非会员,男性,生活家居,50.93,8,20.372,427.81199999999995,19:36,电子钱包,407.44,20.372,9.2,2019-03-22,22,3,2019,19,16.8661,96.1951
268-03-6164,B,曼德勒,非会员,男性,健康与美容,96.11,1,4.8055,100.9155,16:28,电子钱包,96.11,4.8055,7.8,2019-01-25,25,1,2019,16,21.9588,96.0891
750-57-9686,C,内比都,非会员,女性,生活家居,45.38,4,9.076,190.59599999999998,13:48,信用卡,181.52,9.076,8.7,2019-01-08,8,1,2019,13,19.7633,96.0785
186-09-3669,C,内比都,会员,女性,健康与美容,81.51,1,4.0755,85.5855,10:57,电子钱包,81.51,4.0755,9.2,2019-01-22,22,1,2019,10,19.7633,96.0785
848-07-1692,B,曼德勒,非会员,女性,健康与美容,57.22,2,5.722,120.162,17:13,电子钱包,114.44,5.722,8.3,2019-01-12,12,1,2019,17,21.9588,96.0891
745-71-3520,A,仰光,会员,女性,电子配件,25.22,7,8.827,185.36700000000002,10:23,现金,176.54,8.827,8.2,2019-02-04,4,2,2019,10,16.8661,96.1951
266-76-6436,C,内比都,会员,女性,饮食,38.6,3,5.79,121.59,13:57,电子钱包,115.8,5.79,7.5,2019-03-28,28,3,2019,13,19.7633,96.0785
740-22-2500,C,内比都,非会员,女性,电子配件,84.05,3,12.6075,264.7575,13:29,现金,252.15,12.6075,9.8,2019-01-23,23,1,2019,13,19.7633,96.0785
271-88-8734,C,内比都,会员,女性,时尚配饰,97.21,10,48.605,1020.705,13:00,信用卡,972.1,48.605,8.7,2019-02-08,8,2,2019,13,19.7633,96.0785
301-81-8610,B,曼德勒,会员,男性,时尚配饰,25.42,8,10.168,213.528,19:42,信用卡,203.36,10.168,6.7,2019-03-19,19,3,2019,19,21.9588,96.0891
489-64-4354,C,内比都,非会员,男性,时尚配饰,16.28,1,0.8140000000000001,17.094,15:36,现金,16.28,0.8140000000000001,5.0,2019-03-09,9,3,2019,15,19.7633,96.0785
198-84-7132,B,曼德勒,会员,男性,时尚配饰,40.61,9,18.2745,383.7645,13:40,现金,365.49,18.2745,7.0,2019-01-02,2,1,2019,13,21.9588,96.0891
269-10-8440,A,仰光,会员,男性,健康与美容,53.17,7,18.6095,390.7995,18:01,现金,372.19,18.6095,8.9,2019-01-21,21,1,2019,18,16.8661,96.1951
650-98-6268,B,曼德勒,会员,女性,饮食,20.87,3,3.1305,65.7405,13:53,信用卡,62.61,3.1305,8.0,2019-03-20,20,3,2019,13,21.9588,96.0891
741-73-3559,B,曼德勒,非会员,男性,运动与旅行,67.27,5,16.8175,353.1675,17:27,现金,336.35,16.8175,6.9,2019-02-27,27,2,2019,17,21.9588,96.0891
325-77-6186,A,仰光,会员,女性,生活家居,90.65,10,45.325,951.825,10:53,电子钱包,906.5,45.325,7.3,2019-03-08,8,3,2019,10,16.8661,96.1951
286-75-7818,B,曼德勒,非会员,男性,时尚配饰,69.08,2,6.9079999999999995,145.06799999999998,19:48,信用卡,138.16,6.9079999999999995,6.9,2019-01-31,31,1,2019,19,21.9588,96.0891
574-57-9721,C,内比都,非会员,男性,饮食,43.27,2,4.327,90.867,16:53,电子钱包,86.54,4.327,5.7,2019-03-08,8,3,2019,16,19.7633,96.0785
459-50-7686,A,仰光,非会员,女性,电子配件,23.46,6,7.037999999999999,147.798,19:14,电子钱包,140.76,7.037999999999999,6.4,2019-01-13,13,1,2019,19,16.8661,96.1951
616-87-0016,B,曼德勒,非会员,男性,时尚配饰,95.54,7,33.439,702.2189999999999,14:36,信用卡,668.78,33.439,9.6,2019-03-09,9,3,2019,14,21.9588,96.0891
837-55-7229,B,曼德勒,非会员,女性,时尚配饰,47.44,1,2.372,49.812,18:19,信用卡,47.44,2.372,6.8,2019-02-22,22,2,2019,18,21.9588,96.0891
751-69-0068,C,内比都,非会员,男性,运动与旅行,99.24,9,44.658,937.818,19:09,电子钱包,893.16,44.658,9.0,2019-03-19,19,3,2019,19,19.7633,96.0785
257-73-1380,C,内比都,会员,男性,运动与旅行,82.93,4,16.586,348.306,16:51,电子钱包,331.72,16.586,9.6,2019-01-20,20,1,2019,16,19.7633,96.0785
345-08-4992,A,仰光,非会员,男性,生活家居,33.99,6,10.197000000000001,214.137,15:37,信用卡,203.94,10.197000000000001,7.7,2019-03-08,8,3,2019,15,16.8661,96.1951
549-96-4200,C,内比都,会员,男性,饮食,17.04,4,3.408,71.568,20:15,电子钱包,68.16,3.408,7.0,2019-03-08,8,3,2019,20,19.7633,96.0785
810-60-6344,C,内比都,非会员,女性,电子配件,40.86,8,16.344,343.224,14:38,信用卡,326.88,16.344,6.5,2019-02-07,7,2,2019,14,19.7633,96.0785
450-28-2866,C,内比都,会员,男性,饮食,17.44,5,4.36,91.56,19:25,现金,87.2,4.36,8.1,2019-01-15,15,1,2019,19,19.7633,96.0785
394-30-3170,B,曼德勒,会员,女性,运动与旅行,88.43,8,35.372,742.812,19:35,信用卡,707.44,35.372,4.3,2019-03-22,22,3,2019,19,21.9588,96.0891
138-17-5109,A,仰光,会员,女性,生活家居,89.21,9,40.1445,843.0345,15:42,信用卡,802.89,40.1445,6.5,2019-01-15,15,1,2019,15,16.8661,96.1951
192-98-7397,C,内比都,非会员,男性,时尚配饰,12.78,1,0.639,13.419,14:11,电子钱包,12.78,0.639,9.5,2019-01-08,8,1,2019,14,19.7633,96.0785
301-11-9629,A,仰光,非会员,女性,运动与旅行,19.1,7,6.685,140.385,10:43,现金,133.7,6.685,9.7,2019-01-15,15,1,2019,10,16.8661,96.1951
390-80-5128,B,曼德勒,会员,女性,健康与美容,19.15,1,0.9575,20.1075,17:58,信用卡,19.15,0.9575,9.5,2019-01-28,28,1,2019,17,21.9588,96.0891
235-46-8343,C,内比都,会员,男性,饮食,27.66,10,13.83,290.43,11:26,信用卡,276.6,13.83,8.9,2019-02-14,14,2,2019,11,19.7633,96.0785
453-12-7053,C,内比都,非会员,男性,时尚配饰,45.74,3,6.861000000000001,144.08100000000002,17:38,信用卡,137.22,6.861000000000001,6.5,2019-03-10,10,3,2019,17,19.7633,96.0785
296-11-7041,B,曼德勒,会员,女性,健康与美容,27.07,1,1.3535,28.4235,20:07,信用卡,27.07,1.3535,5.3,2019-01-12,12,1,2019,20,21.9588,96.0891
449-27-2918,B,曼德勒,会员,女性,运动与旅行,39.12,1,1.956,41.076,11:02,信用卡,39.12,1.956,9.6,2019-03-26,26,3,2019,11,21.9588,96.0891
891-01-7034,B,曼德勒,非会员,女性,电子配件,74.71,6,22.413,470.673,19:07,现金,448.26,22.413,6.7,2019-01-01,1,1,2019,19,21.9588,96.0891
744-09-5786,B,曼德勒,非会员,男性,电子配件,22.01,6,6.603,138.66299999999998,18:50,现金,132.06,6.603,7.6,2019-01-02,2,1,2019,18,21.9588,96.0891
727-17-0390,A,仰光,非会员,女性,饮食,63.61,5,15.9025,333.9525,12:43,电子钱包,318.05,15.9025,4.8,2019-03-16,16,3,2019,12,16.8661,96.1951
568-88-3448,A,仰光,非会员,男性,健康与美容,25.0,1,1.25,26.25,15:09,电子钱包,25.0,1.25,5.5,2019-03-03,3,3,2019,15,16.8661,96.1951
187-83-5490,A,仰光,会员,男性,电子配件,20.77,4,4.154,87.234,13:47,现金,83.08,4.154,4.7,2019-01-31,31,1,2019,13,16.8661,96.1951
767-54-1907,B,曼德勒,会员,女性,时尚配饰,29.56,5,7.39,155.19,16:59,现金,147.8,7.39,6.9,2019-02-13,13,2,2019,16,21.9588,96.0891
710-46-4433,B,曼德勒,会员,女性,饮食,77.4,9,34.83,731.43,14:15,信用卡,696.6,34.83,4.5,2019-02-15,15,2,2019,14,21.9588,96.0891
533-33-5337,B,曼德勒,非会员,男性,电子配件,79.39,10,39.695,833.595,20:24,现金,793.9,39.695,6.2,2019-02-07,7,2,2019,20,21.9588,96.0891
325-90-8763,C,内比都,会员,女性,电子配件,46.57,10,23.285,488.985,13:58,现金,465.7,23.285,7.6,2019-01-27,27,1,2019,13,19.7633,96.0785
729-46-7422,C,内比都,非会员,男性,饮食,35.89,1,1.7945,37.6845,16:52,信用卡,35.89,1.7945,7.9,2019-02-23,23,2,2019,16,19.7633,96.0785
639-76-1242,C,内比都,非会员,男性,饮食,40.52,5,10.13,212.73,15:19,现金,202.6,10.13,4.5,2019-02-03,3,2,2019,15,19.7633,96.0785
234-03-4040,B,曼德勒,会员,女性,饮食,73.05,10,36.525,767.025,12:25,信用卡,730.5,36.525,8.7,2019-03-03,3,3,2019,12,21.9588,96.0891
326-71-2155,C,内比都,非会员,女性,运动与旅行,73.95,4,14.79,310.59,10:02,现金,295.8,14.79,6.1,2019-02-03,3,2,2019,10,19.7633,96.0785
320-32-8842,C,内比都,会员,女性,饮食,22.62,1,1.131,23.750999999999998,18:58,现金,22.62,1.131,6.4,2019-03-17,17,3,2019,18,19.7633,96.0785
470-32-9057,A,仰光,会员,男性,饮食,51.34,5,12.835,269.535,15:31,信用卡,256.7,12.835,9.1,2019-03-28,28,3,2019,15,16.8661,96.1951
878-30-2331,C,内比都,会员,女性,运动与旅行,54.55,10,27.275,572.775,11:22,信用卡,545.5,27.275,7.1,2019-03-02,2,3,2019,11,19.7633,96.0785
440-59-5691,C,内比都,会员,女性,健康与美容,37.15,7,13.0025,273.0525,13:12,信用卡,260.05,13.0025,7.7,2019-02-08,8,2,2019,13,19.7633,96.0785
